"",gene_symbol,GSM1480291,GSM1480292,GSM1480293,GSM1480294,GSM1480295,GSM1480296,GSM1480297,GSM1480298,GSM1480299,GSM1480300,GSM1480301,GSM1480302
ENSMUSG00000074677,LOC100038947,0,0,0,0,0,0,0,0.04252,0,0,0,0
ENSMUSG00000074678,Defb25,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074679,Defb28,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074680,Defb26,0,0.04202,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074681,Defb23,0,0,0.08346,0,0,0,0,0,0,0,0,0
ENSMUSG00000074682,Zcchc3,14.45042,14.2874,11.18361,8.33212,3.45656,3.26425,13.98687,10.71602,10.31467,6.93381,4.97486,5.34177
ENSMUSG00000074695,Il22,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074698,Csnk2a1,111.66638,114.59333,86.75643,84.59009,42.91567,49.66327,79.64522,69.05882,84.75799,77.17988,76.95624,83.67202
ENSMUSG00000074704,Rad21l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074715,Ccl28,1.29741,1.21863,2.58725,1.05738,10.83572,8.78239,1.75835,1.786,0.92716,0.82545,1.84906,1.93817
ENSMUSG00000074731,Zfp345,0.49212,0.08404,0.33384,0.16918,0.11651,0.11658,0.39962,0.12757,0.27042,0.12382,0.5283,0.09454
ENSMUSG00000074733,Zfp950,11.31875,8.4884,6.21775,16.57966,8.73849,9.98706,5.35497,4.84772,4.28812,6.56235,5.72329,7.37448
ENSMUSG00000074734,4933416C03Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074736,Syndig1,0,0.08404,0,0.0423,0,0.03886,0,0.04252,0,0.04127,0,0
ENSMUSG00000074738,Fndc10,8.6792,8.23626,3.17147,2.07246,1.28164,1.32125,2.67749,2.50891,2.54969,1.73345,1.80504,1.7018
ENSMUSG00000074743,Thbd,15.47939,25.38114,5.75872,6.47114,45.12942,57.00784,58.70488,105.84199,15.02774,26.45578,9.42142,11.25081
ENSMUSG00000074746,Pdzd8,74.75742,69.46197,58.21319,47.20127,33.05089,34.6244,116.97017,133.65263,119.44927,98.84803,86.02546,85.61019
ENSMUSG00000074748,Atxn7l3b,102.71875,107.99592,100.11,92.2455,41.59519,42.59073,54.94841,61.99985,62.2357,56.08955,52.8744,51.71593
ENSMUSG00000074749,Kiz,27.91659,25.12901,12.39378,14.76097,5.78682,5.1684,22.37899,27.34287,14.17784,17.41706,23.42147,24.06162
ENSMUSG00000074754,Smim26,5.45805,5.04261,5.00759,4.90623,4.38866,4.62436,3.27692,3.31686,3.9018,3.87963,4.84278,5.24723
ENSMUSG00000074758,Gm5535,0,0,0,0,0,0,0.03996,0,0,0.04127,0.08805,0
ENSMUSG00000074764,Sel1l2,0,0,0,0,0,0,0,0,0.07726,0,0,0
ENSMUSG00000074766,Ism1,1.65531,2.77344,1.62747,0.93049,0.66024,0.66062,94.63115,125.02027,107.85976,104.46111,39.93096,45.00326
ENSMUSG00000074768,Bhmt,0,0.12607,0,0.0423,0,0,0.15985,0.21262,0.07726,0.20636,0.04403,0.09454
ENSMUSG00000074771,Ankef1,0.04474,0.21011,0.08346,0.08459,0,0.03886,0.55947,0.51029,0.50221,0.908,1.36478,1.13454
ENSMUSG00000074781,Ube2n,92.83162,91.14519,71.85886,68.17961,28.58456,28.83423,96.22965,104.69385,94.57045,88.94259,79.72984,68.49761
ENSMUSG00000074782,4833422C13Rik,0.35791,0.29415,0.08346,0.29607,0.03884,0.23316,1.99812,1.0631,2.12474,2.02236,3.74215,5.2945
ENSMUSG00000074783,AU019990,0.35791,0.50426,0.25038,0.21148,0.11651,0.50518,0.59944,0.59533,0.50221,0.33018,0.57233,0.52
ENSMUSG00000074785,Plxnc1,0.08948,0.16809,0.45903,0.46525,0.07768,0.11658,0.47955,0.34019,0.54084,0.454,0.48428,0.37818
ENSMUSG00000074793,Hspa12b,1.16319,0.84044,0.91806,0.21148,0.3107,0.34974,4.51576,7.69683,3.78591,3.30181,4.09435,5.15268
ENSMUSG00000074794,Arrdc3,123.74567,156.86722,135.24656,117.45334,72.93723,99.59857,30.45141,51.96421,53.42767,34.09122,18.05038,25.33797
ENSMUSG00000074796,Slc4a11,10.28977,22.14547,7.72003,5.92131,0.19419,0.3886,28.53321,25.89706,8.15129,6.68617,6.51575,7.32721
ENSMUSG00000074797,Itpa,40.62222,35.50839,32.96661,25.6308,18.91397,16.4767,28.17355,26.40734,27.77621,26.33196,21.3963,18.76711
ENSMUSG00000074802,Gas2l3,15.74782,16.43051,13.77086,12.09638,14.29228,10.49224,7.55291,11.48145,11.2032,10.35944,4.88681,1.93817
ENSMUSG00000074805,Il1bos,0.5816,0.50426,0.33384,0.38066,0.27186,0.23316,0.67936,1.10562,0.46358,0.454,0.79246,0.8509
ENSMUSG00000074811,Hps6,7.06862,7.10168,3.00455,4.18721,1.04862,1.24352,3.43677,1.786,1.46801,1.19691,1.80504,2.36362
ENSMUSG00000074812,Spdye4c,0,0,0,0,0,0,0,0.08505,0,0.04127,0,0
ENSMUSG00000074817,Papolb,0,0.12607,0.45903,0.21148,0.50489,0.85492,0.15985,0.08505,0.1159,0.16509,0.08805,0.14182
ENSMUSG00000074818,Pdzd7,4.02643,5.25272,9.13884,5.70983,1.70886,1.59327,6.91351,5.82577,15.72311,14.61052,29.32086,30.01793
ENSMUSG00000074824,Rslcan18,0.67107,0.5883,0.70941,0.33836,0.58257,0.1943,0.47955,0.80795,0.42495,0.57782,1.49686,0.75636
ENSMUSG00000074825,Itpripl1,20.66902,22.18749,21.11532,18.35605,3.57307,3.76943,18.26285,20.07128,11.12593,7.84181,7.39625,6.38176
ENSMUSG00000074826,Gm10767,1.11845,0.67235,0.95979,0.59213,0.3107,0.23316,1.03902,1.31824,1.62253,0.99054,0.61635,0.61454
ENSMUSG00000074829,2010315B03Rik,4.56329,3.36174,3.83915,3.00295,4.54401,5.59586,1.51857,1.82853,1.5839,1.816,2.11321,1.93817
ENSMUSG00000074832,2410141K09Rik,0.04474,0,0.25038,0.08459,0.03884,0,0.15985,0.04252,0.27042,0.04127,0.04403,0.04727
ENSMUSG00000074849,Spata31d1c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074852,Hpse2,0,0.04202,0.33384,1.18426,0,0,0.15985,0.12757,1.19758,1.362,0.48428,0.18909
ENSMUSG00000074862,BC025920,1.29741,0.3782,0.4173,0.29607,0.58257,0.46632,0.47955,0.63786,0.19316,0.37145,0.57233,0.52
ENSMUSG00000074865,Zfp934,2.01322,1.80694,0.54249,0.38066,1.00978,0.73834,1.23884,1.0631,0.42495,0.49527,0.48428,0.61454
ENSMUSG00000074867,Zfp808,5.18962,4.74846,1.46055,0.8459,0.97094,1.63213,2.15797,3.78463,1.23621,1.32073,0.66038,1.65453
ENSMUSG00000074870,Cts3,0,0,0,0,0.03884,0,0,0,0,0,0,0
ENSMUSG00000074871,Ctsm,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074872,Ctxn2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074874,Ctla2b,2.10269,2.43726,0.58422,1.09967,0.34954,0.34974,2.83734,5.27296,3.51549,2.97163,1.14466,1.89089
ENSMUSG00000074881,Mageb3,0.13421,0,0.04173,0,0,0.11658,0.91914,0.76543,1.46801,0.49527,0.74843,0.66181
ENSMUSG00000074882,Cyp2c68,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074884,Serf2,200.69526,201.45231,219.70785,194.76869,117.05687,112.7333,141.38725,159.29454,150.08423,144.86704,138.63571,135.34068
ENSMUSG00000074886,Grk6,49.7488,47.52661,36.09635,36.88128,23.0696,21.72283,67.21689,53.66516,52.23008,47.75247,55.86812,60.83949
ENSMUSG00000074890,Lcmt2,7.42653,8.23626,7.05235,4.94852,3.68958,3.10881,10.19043,7.86692,6.02655,4.66381,6.7799,9.50174
ENSMUSG00000074892,B3galt5,2.55007,2.94152,0.33384,0.71902,0.19419,0.62176,0.07992,1.02057,3.36096,1.77472,1.40881,1.46544
ENSMUSG00000074895,Eif4e1b,0.40264,0.75639,0.12519,0.46525,0.03884,0.42746,0.39962,0.08505,0.1159,0.12382,0.39623,0.14182
ENSMUSG00000074896,Ifit3,0.26843,0.25213,0.33384,0.38066,0.19419,0.23316,0.87917,0.893,0.69537,0.66036,1.14466,0.56727
ENSMUSG00000074909,Ranbp6,26.03759,22.27153,14.9393,11.29278,6.13636,6.48965,19.82139,18.28528,16.65027,12.05162,12.41514,12.90535
ENSMUSG00000074912,Gm14207,0.31317,0.71437,0.54249,0.63443,0.07768,0.07772,0.07992,0.08505,0,0.04127,0.04403,0.18909
ENSMUSG00000074913,Gm815,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074916,Chst14,4.65277,3.15163,1.54401,1.01508,2.0584,2.87565,9.27129,8.03702,8.7694,7.80053,9.72959,12.52717
ENSMUSG00000074918,Inafm2,11.90034,10.25331,6.13429,5.32918,4.1168,4.5855,23.49794,16.79694,22.2905,17.87106,21.17617,22.87981
ENSMUSG00000074919,Gm10787,0.08948,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074922,Fam122a,7.60548,7.31179,4.33991,4.77934,3.76726,3.84716,4.23602,3.86968,6.3356,5.98454,6.64782,6.80722
ENSMUSG00000074923,Pak6,26.3955,31.97856,15.39833,15.77605,13.36017,13.79535,12.42833,12.37446,30.94401,27.57014,26.32714,19.14529
ENSMUSG00000074925,Ptar1,8.0976,8.36233,6.80197,7.61311,3.22353,2.75907,8.39212,6.67625,7.64908,9.07999,7.6604,7.56357
ENSMUSG00000074928,Krtap14,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074934,Grem1,0,0.04202,0,0,0,0,0.6394,0.93553,1.89295,0.86673,0.57233,0.99272
ENSMUSG00000074939,Chrm5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074945,Olfr1314,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074946,Olfr1313,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074947,Olfr1312,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074952,Olfr1308,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074955,Olfr1305,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074965,Olfr1277,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074966,Olfr1275,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074968,Ano3,0.40264,0.29415,0.66768,1.7341,2.56329,3.73057,0,0,0.88853,0.04127,0.26415,0.52
ENSMUSG00000074971,Fibin,0.04474,0.16809,0.04173,0.0423,0.03884,0.11658,6.23415,3.95472,1.81569,1.52709,0.88051,1.60726
ENSMUSG00000074987,Wt1os,0,0,0.04173,0,0.19419,0,0.19981,0.1701,0.15453,0.16509,0,0
ENSMUSG00000074991,Gabrr3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074994,Qser1,54.31209,55.46872,74.6965,64.9229,34.68208,34.23579,61.10263,58.51289,57.59989,51.96228,49.08822,55.97044
ENSMUSG00000074995,Olfr201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074996,Olfr199,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074997,Pin1rt1,0.26843,0.29415,0,0.0423,0,0,0.03996,0.04252,0.07726,0,0,0.04727
ENSMUSG00000075000,Nrbf2,15.30044,14.8757,20.61456,16.199,13.98158,11.96893,9.87073,8.80245,10.77825,9.16253,5.89939,7.98902
ENSMUSG00000075002,Gm813,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075010,AW112010,73.28106,84.04352,2.3786,2.19934,1.51467,1.32125,1.43865,1.74348,0.50221,0.57782,0.39623,0.37818
ENSMUSG00000075012,Fjx1,2.55007,2.10109,3.29666,3.93344,1.08746,0.85492,32.08987,32.61583,88.23485,72.26843,46.35865,46.42143
ENSMUSG00000075023,Accsl,0.08948,0.08404,0,0.08459,0,0,0,0,0.15453,0,0,0
ENSMUSG00000075025,Gm10804,0.49212,0.46224,0.04173,0.08459,0.03884,0.31088,0.03996,0,0,0,0,0.04727
ENSMUSG00000075027,4631405J19Rik,0.35791,0.63033,0.37557,0.16918,2.95167,2.83679,1.43865,0.46776,0.07726,0.82545,0.3522,0.80363
ENSMUSG00000075028,Prdm11,22.68223,17.14488,14.22989,13.91507,11.5348,7.11141,38.00432,35.08222,43.46068,35.04049,39.97498,38.76331
ENSMUSG00000075031,Hist1h2bb,0,0.08404,0,0,0.03884,0.03886,0.19981,0.08505,0.03863,0.04127,0.13208,0
ENSMUSG00000075033,Nxpe3,3.98169,3.40376,1.46055,0.80361,1.04862,1.28239,2.27786,1.57338,1.27485,0.82545,1.67296,1.60726
ENSMUSG00000075040,Zfp408,33.50886,34.41582,17.77693,14.80327,6.52474,5.557,28.37336,22.62272,21.36334,22.90633,38.39007,51.05412
ENSMUSG00000075044,Slc22a29,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075045,Gm4981,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075046,Dux,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075054,Yae1d1,22.77171,15.59007,10.76631,7.86688,6.68009,6.48965,14.98593,16.5418,14.64142,11.26744,8.14468,8.3672
ENSMUSG00000075061,Olfr1272,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075062,Olfr1271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075063,Olfr142,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075064,Olfr1506,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075065,Olfr1270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075066,Olfr32,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075068,Olfr140,0,0,0.08346,0.0423,0,0,0.07992,0,0.03863,0,0.04403,0
ENSMUSG00000075069,Olfr1264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075070,4932412D23Rik,0,0,0,0,0,0.03886,0,0,0,0,0,0
ENSMUSG00000075072,Olfr48,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075073,Olfr1256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075074,Olfr1254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075075,Olfr1253,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075078,Olfr1250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075079,Olfr1249,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075081,Olfr1247,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075084,Olfr1243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075085,Olfr1242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075086,Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075088,Olfr1239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075090,Olfr1234,0,0,0.12519,0.12689,0.11651,0,0.11989,0,0,0,0,0
ENSMUSG00000075091,Olfr1233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075092,Olfr1232,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075093,Olfr1231,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075094,Olfr1230,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075095,Olfr1229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075097,Olfr1226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075100,Olfr1223,0,0,0,0,0.03884,0,0,0.04252,0,0,0,0
ENSMUSG00000075101,Olfr1222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075102,Olfr1221,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075104,Olfr1219,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075105,Olfr1218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075107,Olfr1216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075110,Olfr1214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075111,Olfr1213,0,0,0.04173,0,0.03884,0,0,0.08505,0.03863,0.08255,0.04403,0.18909
ENSMUSG00000075112,Olfr1211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075113,Olfr1209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075114,Olfr1208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075115,Olfr1200,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075117,Olfr1198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075119,Olfr1197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075120,Olfr1196,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075121,Olfr1195,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075122,Cd80,0,0,0.04173,0,0,0.03886,0.15985,0,0.1159,0.04127,0.04403,0
ENSMUSG00000075125,Olfr1181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075127,Olfr1179,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075132,Olfr1173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075133,Olfr1170,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075136,Olfr1164,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075137,Olfr1163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075139,Olfr1162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075140,Olfr73,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075141,Olfr1160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075142,Olfr74,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075143,Olfr1157,0,0,0,0.0423,0,0,0,0,0,0,0,0
ENSMUSG00000075144,Olfr1156,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075145,Olfr1155,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075146,Olfr1154,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075148,Olfr1141,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075149,Olfr1138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075150,Olfr1137,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075151,Olfr1136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075153,Olfr1135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075155,Olfr1133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075156,Olfr1128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075158,Olfr1111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075159,Olfr1110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075160,Olfr259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075161,Olfr1109,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075163,Olfr1107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075164,Olfr1106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075165,Olfr1105,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075166,Olfr1104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075167,Olfr1101,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075168,Olfr1099,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075169,Olfr1098,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075170,Olfr1097,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075171,Olfr1095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075172,Olfr1090,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075174,Olfr1087,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075175,Olfr1086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075176,Olfr1085,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075179,Olfr1079,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075181,Olfr1066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075184,F830002L21Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075185,Olfr1061,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075186,Olfr1058,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075187,Olfr1057,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075188,Olfr1056,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075189,Olfr1055,0.22369,0.08404,0,0.16918,0.07768,0.03886,0.27974,0.12757,0.03863,0.16509,0.04403,0.14182
ENSMUSG00000075190,Olfr1054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075192,Olfr1053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075193,Olfr1051,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075194,Olfr1049,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075195,Olfr1048,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075196,Olfr1047,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075197,Olfr1046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075198,Olfr1045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075199,Olfr52,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075200,Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075201,Olfr1043,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075202,Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075203,Olfr1040,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075204,Olfr1039,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075205,Olfr1037,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075206,Olfr1024,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075208,Olfr1019,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075209,Olfr1016,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075210,Olfr1012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075211,Olfr1006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075212,Olfr154,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075214,Olfr1002,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075215,Olfr1000,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075217,4833423E24Rik,0.22369,0,0.04173,0,0,0,0.23977,0.25514,0.30905,0.08255,0.22013,0.23636
ENSMUSG00000075218,Olfr995,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075219,Olfr994,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075220,Olfr993,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075221,Olfr992,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075222,Olfr988,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075223,Olfr987,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075224,Lrrc55,0,0,0,0,0,0,0,0.04252,0.1159,0,0,0
ENSMUSG00000075225,Ccdc162,3.80274,15.46401,1.21017,1.56492,0.69908,0.27202,0.07992,0.46776,0.81127,0.37145,0.26415,0.66181
ENSMUSG00000075227,Znhit2,8.63446,8.32031,6.17602,6.34426,3.22353,3.65285,5.07523,3.82715,5.71749,5.40672,4.53461,5.48359
ENSMUSG00000075229,Ccdc58,11.72139,9.41287,8.38771,5.41377,4.07796,3.57513,7.19325,8.29216,5.64023,5.53054,5.10694,5.34177
ENSMUSG00000075232,Amd1,282.78973,267.59455,134.66234,113.73138,46.87712,43.95083,322.57713,288.48215,240.28929,189.11134,211.1454,199.2056
ENSMUSG00000075249,Fsip2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075254,Heg1,56.68321,53.1155,16.44157,28.37998,26.60383,22.53889,231.8623,231.75527,152.32487,242.3118,278.68022,266.71048
ENSMUSG00000075256,Cerkl,0.04474,0.21011,0,0.0423,0,0,0.07992,0.25514,0.23179,0,0.04403,0.28363
ENSMUSG00000075265,Tnk2os,1.43162,1.55481,1.12671,1.01508,0.11651,0.03886,0.51951,0.29767,0.61811,0.74291,0.44025,0.18909
ENSMUSG00000075266,Cenpw,4.51855,4.45431,2.50379,1.39574,3.76726,2.48705,2.07805,3.35939,1.77706,1.73345,1.10063,1.46544
ENSMUSG00000075267,Dfnb59,0,0.12607,0.25038,0.0423,0,0,0.19981,0.38272,0.1159,0.20636,0.22013,0.04727
ENSMUSG00000075269,Bex6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075270,Pde11a,0.08948,0.21011,0.29211,0.16918,0.11651,0,0.39962,0.38272,0.38632,0.41273,0.5283,0.75636
ENSMUSG00000075271,Ttc30a1,1.38688,1.42874,0.45903,0.29607,0.54373,0.66062,0.79925,0.29767,0.69537,0.20636,0.57233,0.66181
ENSMUSG00000075272,Ttc30a2,0,0,0,0,0.03884,0.07772,0.07992,0,0.07726,0.04127,0.13208,0
ENSMUSG00000075273,Ttc30b,3.98169,3.73994,1.2519,2.36852,1.55351,1.78757,3.39681,2.67901,2.85875,3.59072,4.09435,7.46903
ENSMUSG00000075284,Wipf1,14.76358,16.13635,12.43551,11.33507,22.4482,26.07516,46.99587,46.18096,48.13512,54.47991,62.51594,60.08313
ENSMUSG00000075289,Carns1,2.41586,2.26917,0.95979,1.14197,0.15535,0.31088,1.5985,1.36076,0.77263,0.82545,1.01258,0.52
ENSMUSG00000075296,Aldh3b2,3.93696,4.49633,2.54552,1.94557,1.12629,0.3886,0.23977,0.1701,0.34769,0.33018,0.88051,0.89817
ENSMUSG00000075297,H60b,0,0.12607,0.16692,0.16918,0.07768,0.07772,0,0.04252,0,0,0,0
ENSMUSG00000075302,Erich2,1.20793,1.3447,0.33384,0.33836,0.15535,0,0.59944,0.42524,0.1159,0.37145,0.1761,0.09454
ENSMUSG00000075304,Sp5,0,0.04202,0,0.0423,0,0,0.6394,0.38272,0.54084,0.24764,0,0.04727
ENSMUSG00000075307,Klhl41,0.17895,0.54628,0.16692,0.0423,0.15535,0.15544,0.35966,0.1701,0.15453,0.08255,0.13208,0.09454
ENSMUSG00000075316,Scn9a,0.04474,0,0.04173,0.12689,0,0,0.03996,0.04252,0.07726,0.08255,0.30818,0.14182
ENSMUSG00000075318,Scn2a,0.40264,0.25213,0.08346,0.12689,0.11651,0.15544,0.87917,1.40329,0.23179,1.23818,2.50944,1.89089
ENSMUSG00000075324,Fign,0.17895,0.33617,0.16692,0.25377,0.15535,0.07772,0.3197,0.63786,0.15453,0.41273,0.1761,1.51271
ENSMUSG00000075325,Gm13582,0.04474,0,0.04173,0,0.03884,0,0.03996,0.04252,0.03863,0.08255,0,0
